StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attn_1,attn_2,attn_3,attn_4,attn_5,attn_6,attn_7,attn_8,attn_9,attn_10,attn_11,attn_12,attn_13,attn_14,attn_15,attn_16,attn_17,attn_18,attn_19,attn_20,attn_21,quiz1,sa_att,stem_att,isis_att,blm_att,sincerity1,persuade1,learn1,open1,future_work1,sincerity2,persuade2,learn2,open2,future_work2,gender,gender_4_TEXT,age,political,blm_pos,sa_pos,isis_pos,stem_pos,responseTextID1,issue,issuetext,seedtext,message1,responseTextID2,message2,Text1_DVs_DO_future_work1,Text1_DVs_DO_sincerity1,Text1_DVs_DO_persuade1,Text1_DVs_DO_open1,Text1_DVs_DO_Q143,Text1_DVs_DO_Q144,Text1_DVs_DO_Q145,Text1_DVs_DO_learn1,Text2_DVs_DO_Q404,Text2_DVs_DO_Q405,Text2_DVs_DO_open2,Text2_DVs_DO_Q406,Text2_DVs_DO_future_work2,Text2_DVs_DO_sincerity2,Text2_DVs_DO_learn2,Text2_DVs_DO_persuade2
23/11/2022 11:24,23/11/2022 11:29,0,204.186.70.132,100,293,1,23/11/2022 11:29,R_r2UQEdrFV8xqpO1,NA,NA,NA,NA,40.6858,-75.6237,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2022 11:30,23/11/2022 11:32,0,73.37.211.53,100,90,1,23/11/2022 11:32,R_3HL9QNAXCcMjg8b,NA,NA,NA,NA,45.1701,-93.1913,anonymous,EN,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2022 11:29,23/11/2022 11:35,0,204.186.70.132,100,357,1,23/11/2022 11:35,R_1GvrGHT4nrEEZWU,NA,NA,NA,NA,40.6858,-75.6237,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,5,5,6,3,3,5,2,6,6,7,7,6,1,NA,48,2,5,6,5,5,R_1ON1QV54Z8CHzrv_2,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,I believe that the media serves as one of the number one factors in why the confrontations are overblown. 10 years ago we did not have social media. Every incident that happened couldn't be recorded and posted to the internet immediately. I believe that we had the same types of issues going on the public just didn't have as much instant access to the information and to see videos of the actual footage. Everyone walks around with a cell phone with a camera attached to them. They can video anything and people do. Events are on social media within seconds of when they occur. Police have to defend their actions much more today because of the sensitivity from social media.,"Yes, I do agree with you when you stated that confrontations are way different than it was 10 years ago. Your reasoning about that statement is very much accurate, because we did not have alot of social media were things could be posted immediately. More to that point I don't believe citizens were really effective in running to social media to post things that, they pretty much relied on the news.",R_3sym36nD0QA1QpB_2,"That's one perspective, and I understand.  I am not, however, at all sure that these confrontations are actually overblown.  Perhaps this issue is getting the attention it deserves because of social media. Why should it be a commonplace occurrence that individuals from minority groups are regularly harassed by the police?  There again, it really depends on the individuals we are talking about.  I believe that these cases should be examined on a case-by-case basis, in order to determine whether the attention is really overblown or not.",5,7,8,6,1,2,3,4,1,2,4,3,6,7,8,5
23/11/2022 11:32,23/11/2022 11:35,0,63.160.189.206,100,187,1,23/11/2022 11:36,R_3fiX2bAn3Xs5yqN,NA,NA,NA,NA,34.0014,-84.0144,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2022 11:32,23/11/2022 11:37,0,68.230.24.133,100,269,1,23/11/2022 11:37,R_9T8R0h2UFIHNLod,NA,NA,NA,NA,32.2123,-110.879,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,5,2,7,6,5,3,5,7,5,5,3,6,1,NA,20,1,2,7,5,3,R_2TEQ7R2C7pbH5JN_2,blm,The public reaction to recent confrontations between police and minority crime suspects has been overblown.,"I completely disagree with this statement. First, reporting about the loss of a life is never overblown. Second we know, and have seen through body cameras and cell phone video, that there is a problem with the way law enforcement interacts with people of color. In fact, people of color are more likely to experience excessive use of force than their white counterparts. This is even true in similar instances. This is not to say that all law enforcement is bad. In fact most law enforcement is here to serve and protect. However, it does point to cultural issues within the institution that must be addressed to restore trust between the groups.","I agree that systematic changes need to be made, but so far there have been none I've heard that would result in a solution to this issue. The reason minorities are the unfortunate victims in these circumstances is simply because more police are assigned to neighborhoods which have high crime, and they tend to be populated by minorities. I also don't agree with the rioting and looting that the US experienced in 2020 and other times in history. One problem is too many guns are on the streets, but with 3-D gun printing capability now in existence, I don't see a solution to that problem either.",R_2zkIaS7F17742Up_2,"I believe that the media has greatly overinflated these stories to get ratings and clicks. I agree with you that there are a few instances where police have not had proper training and we must ensure that this is fixed moving forward. However, it is imperative that we see through the attempts to further divide us by picking and choosing stories. We should work towards bringing our communities together as well as giving law enforcement the training it needs.",8,7,4,6,1,2,3,5,1,2,6,3,5,4,8,7
23/11/2022 11:29,23/11/2022 11:39,0,108.95.110.137,100,594,1,23/11/2022 11:39,R_ahQbv5clNWswIr7,NA,NA,NA,NA,25.7381,-80.312,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,6,6,5,5,5,5,5,5,5,5,5,5,5,2,NA,38,3,5,7,6,6,R_3HUIN7iQyrrHAWn_1,stem,"In order to increase the representation of women in math, sciences and engineering, female graduates with relevant degrees should be given priority in hiring decisions over men.","Women have been historically underrepresented in the fields of math, science and engineering. For a good part of the 20th century, women weren't admitted into advanced University programs in these disciplines. The only way to correct this under- representation is to give priority to qualified women in hiring decisions. This presupposes that male and female candidates are equally qualified. There may be political discussion about unfair affirmative action, but there is no other viable way to correct the historical imbalance.","While I agree that women have been historically represented in STEM fields, I think there are better ways to increase representation. The first, and likely the best way, is to encourage girls from a young age to explore these fields. A huge part of that actually requires the previous generation to eliminate any bias in this regard so as not unintentionally discourage or overlook young girls from taking part in any related interests.",R_eScwA6sfIDmLmaR_1,"I agree that women have been historically underrepresented in the fields of Math, science, and engineering. This is a problem that we should strive to correct by not discriminating based on gender. I believe that giving women priority in hiring decisions would be step backward because we would still be discriminating based on gender. The only way to correct historical injustice is to no longer follow the same practices.",6,8,5,4,1,2,3,7,1,2,5,3,4,7,6,8
23/11/2022 11:23,23/11/2022 11:39,0,68.45.160.69,100,959,1,23/11/2022 11:39,R_2xxRPk1dZLQtwnz,NA,NA,NA,NA,40.171,-85.378,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,5,5,6,6,6,6,5,5,3,4,6,4,1,NA,48,4,5,4,5,3,R_3j9fT9JKURtiVG7_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.","The reason why the United States should invest heavily into military is that if we fall behind the order of the world falls. The United States is preventing countries like Russia and China from taking over other countries. As long as the United States is a top military power, it is unlikely for another world war to happen anytime soon. The United States is what is preventing other countries from dominance in the world.","I don't have very strong feeling on this. I think you might have a point but I worry that we overspend in military. Can you describe, specifically, the amount we spend in military for our tax dollars, and how this is worth it? I know we spend a lot of our tax revenue for military, most of which does NOT go for personnel but goes instead to buy outdated hardware, such as tanks. I'd like to see figures, so that I can consider this. I think we should also spend effort and money on watching extremist groups INSIDE the US.",R_1PcTBQCspQEKFEM_2,"I completely agree. ISIS is a serious threat to world peace and security, but I feel we still need to be on top of N Korea, China, and Russia. They all warrant extreme scrutiny and action as necessary.",4,5,7,6,1,2,3,8,1,2,4,3,5,6,7,8
23/11/2022 11:25,23/11/2022 11:43,0,104.8.25.172,100,1117,1,23/11/2022 11:43,R_O7P12ppcdw7nX6F,NA,NA,NA,NA,29.5551,-98.7442,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,6,4,7,8,7,7,7,7,7,7,7,7,1,NA,31,2,4,7,6,3,R_3hgdKKvDY8gXuEh_2,sa,"When a sexual assault accusation is made on a college campus, the alleged perpetrator should be immediately removed from campus to protect the well-being of the victim.",The reason why I think they should immediately be removed from campus to protect the victim's well being is because statistics back up that false sexual assault reports rarely exist. It is much more easy to just believe the victim instead of the alleged abuser. This is important because we want the victim to feel safe while they are trying to recover and continue on with their education. If you don't do this it'll send a message that you're okay with it. That's not what we should do.,"In all fairness, what happened to innocent until proven guilty?  This society is quick to label people without knowing all of the facts. Maybe we should take a good look at the accuser of this horrific crime and then do a side by side comparision.  Let's think this out before we make an enemy out of a potentinally innocent person.",R_3kidtOUD7LP5UaJ_2,"I understand your perspective, however, what about the individual who is not guilty?  The law says you are innocent until proven guilty.  Taking a person off campus immediately with only the word of one person is merely not legal.  The individual being removed runs the risk of missing classes and instruction, tests, quizzes, notes, and there has been no proof that the person is even guilty, people lie.",8,7,5,6,1,2,3,4,1,2,6,3,4,7,8,5
23/11/2022 11:27,23/11/2022 11:43,0,96.18.234.58,100,979,1,23/11/2022 11:43,R_27vd62fYPs1b5ed,NA,NA,NA,NA,43.6339,-116.2942,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,6,4,5,3,4,6,5,7,7,7,7,7,1,NA,36,2,4,7,6,3,R_01j11T0rPy2dhTP_2,isis,"The United States should invest greater economic, military, and human resources in fighting the spread of ISIS and similar organizations around the world.",The USA should invest more resources to combatting the spread of ISIS and other similar organizations throughout the world. ISIS is a terrorist organization and promotes violence amongst innocents. They have been known to brutally slaughter men women and Children. The US are the ones with the ability to stop them. This is because of their great power. The US needs to do this. ISIS cannot spread further and further.,"I would have to disagree. While terrorist organizations such as Isis are a problem, the USA has more important issues that should be focused on. The USA should focus on combating crime here at home. The USA should focus on the problem with homelessness that is going on right now. The USA should focus on the fact that it is becoming increasingly difficult for the average American citizen to make ends meet. Money should be allocated to deal with those issues.",R_xo4bssCqxxiaWUp_1,The US already spends enough on stopping ISIS. In fact I don't even remember the last time I heard about an ISIS attack. The US spends more than enough on combatting this group. I am more worried about domestic terrorists than I am ISIS. That is where the US needs to spend more on.,4,8,7,5,1,2,3,6,1,2,5,3,6,7,8,4
23/11/2022 11:41,23/11/2022 11:46,0,100.16.245.76,100,290,1,23/11/2022 11:46,R_2zdMVMLOMEjxF84,NA,NA,NA,NA,39.0715,-76.6963,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,4,1,7,6,5,6,4,6,6,6,6,5,2,NA,35,1,1,7,4,5,R_265CqIFkr7wyi0I_2,sa,"When a sexual assault accusation is made on a college campus, the alleged perpetrator should be immediately removed from campus to protect the well-being of the victim.",The perpetrator should be removed so that the victim has piece of mind. They will probably be in a horrible state of mind due to the incident. The perpetrator should also be removed because this is a serious crime and they will most likely be in jail due to the act. I think there should be no reason why they should still be allowed to be on campus. What if they do it again? There should be no chances taken.,"I disagree with this. Although I can understand the sentiment of wanting to protect the accuser, I believe that the alleged perpetrator should be investigated before removed from campus. I believe it is important to make sure an accusation is real before removal. But i do think there should be some sort of way to keep the accuser and accused separate and monitored at all times during the investigation.",R_2ar8gxJrYSu5rOi_2,"The victim in this crime has reported a sexual assault but the perpetrator is innocent until proven guilty. I agree that the person reporting the assault must be in a horrible state of mind but this may or may not have been a consensual act.  There are possibly circumstances that have not been fully investigated therefore the outcome of the situation concerning one's guilt is still to be decided. If an alleged assault happened and the facts were not fully investigated it is possible that the perpetrator may not have done anything wrong. Yes, is the person being accused is proven guilty then I agree the should not be allowed on campus anymore and this would be the case as they would be punished in the judicial system.Until the crime can be investigated it would be wrong to remove the accused. Doing so could cause negative impact on that person's life and reputation that could not be reversed and they may not be guilty.",4,8,6,7,1,2,3,5,1,2,6,3,7,4,8,5
